schema_version,provider,provider_detail,operation,m,n,activation_dtype,weight_dtype,weight_mode,eps,correctness_passed,cold_compile_ms,cold_compile_reused,median_us,p10_us,p90_us,logical_bytes,logical_gbps,copy_roofline_gbps,copy_roofline_pct,rotation_buffers,rotation_working_set_bytes,l2_target_bytes,l2_eviction_between_calls,timed_samples
1,torch,torch.nn.functional.rms_norm autograd,bwd,32768,1024,bfloat16,float32,float32,1e-06,True,,False,1357.455969,1346.223962,1380.000007,201465856,148.414284,2974.420002,4.989688,2,402931712,157286400,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,32768,1024,float32,float32,same,1e-06,True,231.908781,False,103.904001,94.691198,114.380801,268439552,2583.534304,2974.420002,86.858423,2,536879104,157286400,False,24
1,torch,torch.nn.functional.rms_norm,fwd,32768,1024,float32,float32,same,1e-06,True,,False,99.119999,96.156802,103.6864,268439552,2708.227966,2974.420002,91.050624,2,536879104,157286400,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,32768,1024,float32,float32,same,1e-06,True,372.45443,False,169.951998,154.172802,189.462402,402792448,2370.03656,2974.420002,79.680629,2,805584896,157286400,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,32768,1024,float32,float32,same,1e-06,True,,False,291.968003,278.172803,303.763199,402792448,1379.577365,2974.420002,46.381391,2,805584896,157286400,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,32768,2048,float16,float16,same,1e-06,True,256.364857,False,104.352001,95.251203,115.792,268439552,2572.442782,2974.420002,86.485526,2,536879104,157286400,False,24
1,torch,torch.nn.functional.rms_norm,fwd,32768,2048,float16,float16,same,1e-06,True,,False,104.368001,101.279996,108.985603,268439552,2572.048414,2974.420002,86.472267,2,536879104,157286400,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,32768,2048,float16,float16,same,1e-06,True,392.060834,False,180.800006,164.134401,198.636797,402792448,2227.834265,2974.420002,74.899788,2,805584896,157286400,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,32768,2048,float16,float16,same,1e-06,True,,False,295.071989,283.302411,312.064004,402792448,1365.06501,2974.420002,45.893485,2,805584896,157286400,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,32768,2048,float16,float32,float32,1e-06,True,250.975889,False,106.447998,97.244803,117.555201,268443648,2521.828986,2974.420002,84.78389,2,536887296,157286400,False,24
1,torch,torch.nn.functional.rms_norm,fwd,32768,2048,float16,float32,float32,1e-06,True,,False,1069.216013,1064.451182,1073.260808,268443648,251.06587,2974.420002,8.440834,2,536887296,157286400,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,32768,2048,float16,float32,float32,1e-06,True,393.702842,False,179.296002,163.433598,197.308797,402800640,2246.567888,2974.420002,75.529612,2,805601280,157286400,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,32768,2048,float16,float32,float32,1e-06,True,,False,2589.12003,2574.396825,2661.072016,402800640,155.57434,2974.420002,5.230409,2,805601280,157286400,False,24
