schema_version,provider,provider_detail,operation,m,n,activation_dtype,weight_dtype,weight_mode,eps,correctness_passed,cold_compile_ms,cold_compile_reused,median_us,p10_us,p90_us,logical_bytes,logical_gbps,copy_roofline_gbps,copy_roofline_pct,rotation_buffers,rotation_working_set_bytes,l2_target_bytes,l2_eviction_between_calls,timed_samples
1,torch,torch.nn.functional.rms_norm autograd,bwd,4096,3000,bfloat16,bfloat16,same,1e-06,True,,False,79.248,74.304,92.736002,73756384,930.703413,4148.155822,22.436559,3,221269152,188743680,False,36
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,3000,bfloat16,float32,float32,1e-06,True,640.914403,False,46.560001,44.8448,53.545601,49164000,1055.927821,4148.155822,25.455356,4,196656000,188743680,False,48
1,torch,torch.nn.functional.rms_norm,fwd,4096,3000,bfloat16,float32,float32,1e-06,True,,False,188.127995,186.396798,195.900796,49164000,261.332717,4148.155822,6.299973,4,196656000,188743680,False,48
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,3000,bfloat16,float32,float32,1e-06,True,1070.512178,False,79.568002,77.231999,85.296001,73768384,927.111173,4148.155822,22.34996,3,221305152,188743680,False,36
1,torch,torch.nn.functional.rms_norm autograd,bwd,4096,3000,bfloat16,float32,float32,1e-06,True,,False,437.040001,434.783995,469.567999,73768384,168.79092,4148.155822,4.069059,3,221305152,188743680,False,36
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,3000,float32,float32,same,1e-06,True,574.649217,False,56.672001,48.0032,60.937601,98316000,1734.824919,4148.155822,41.821595,2,196632000,188743680,False,24
1,torch,torch.nn.functional.rms_norm,fwd,4096,3000,float32,float32,same,1e-06,True,,False,37.999999,34.460801,42.838399,98316000,2587.263241,4148.155822,62.371409,2,196632000,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,3000,float32,float32,same,1e-06,True,1042.986135,False,93.984,81.712002,95.356798,147496384,1569.37759,4148.155822,37.83314,2,294992768,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,4096,3000,float32,float32,same,1e-06,True,,False,106.224,90.758398,124.054398,147496384,1388.541039,4148.155822,33.473695,2,294992768,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,4096,float16,float16,same,1e-06,True,0.192239,False,49.535999,47.104001,57.584001,67117056,1354.914754,4148.155822,32.663063,3,201351168,188743680,False,36
1,torch,torch.nn.functional.rms_norm,fwd,4096,4096,float16,float16,same,1e-06,True,,False,28.175999,27.408,37.071999,67117056,2382.064786,4148.155822,57.42467,3,201351168,188743680,False,36
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,4096,float16,float16,same,1e-06,True,1072.86413,False,90.000004,87.433603,97.900797,100696064,1118.845111,4148.155822,26.972109,2,201392128,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,4096,4096,float16,float16,same,1e-06,True,,False,95.184002,84.233601,100.092799,100696064,1057.909542,4148.155822,25.503129,2,201392128,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,4096,float16,float32,float32,1e-06,True,0.266587,False,47.967998,45.856001,52.960001,67125248,1399.375633,4148.155822,33.734886,3,201375744,188743680,False,36
1,torch,torch.nn.functional.rms_norm,fwd,4096,4096,float16,float32,float32,1e-06,True,,False,246.671997,245.039999,254.623994,67125248,272.123503,4148.155822,6.560108,3,201375744,188743680,False,36
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,4096,float16,float32,float32,1e-06,True,1114.928157,False,82.592003,80.137599,87.539198,100712448,1219.397088,4148.155822,29.396125,2,201424896,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,4096,4096,float16,float32,float32,1e-06,True,,False,579.344004,562.947178,603.801596,100712448,173.838768,4148.155822,4.190748,2,201424896,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,4096,bfloat16,bfloat16,same,1e-06,True,0.284229,False,48.831999,46.815999,52.015999,67117056,1374.44825,4148.155822,33.133959,3,201351168,188743680,False,36
1,torch,torch.nn.functional.rms_norm,fwd,4096,4096,bfloat16,bfloat16,same,1e-06,True,,False,28.016,27.136,36.64,67117056,2395.668756,4148.155822,57.752622,3,201351168,188743680,False,36
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,4096,bfloat16,bfloat16,same,1e-06,True,1143.253,False,88.831998,86.985599,93.9584,100696064,1133.556216,4148.155822,27.326751,2,201392128,188743680,False,24
